file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
064442001.png,7,0.56150943,1138.2237548828125,180.2713623046875,1429.606201171875,180.2713623046875,1429.606201171875,495.01947021484375,1138.2237548828125,495.01947021484375
064442001.png,25,0.52612954,1135.729248046875,182.05035400390625,1430.9168701171875,182.05035400390625,1430.9168701171875,494.07177734375,1135.729248046875,494.07177734375
064442001.png,28,0.29041654,1137.824951171875,180.56776428222656,1430.6683349609375,180.56776428222656,1430.6683349609375,494.2845764160156,1137.824951171875,494.2845764160156
064442001.png,16,0.12569028,1136.26318359375,181.58419799804688,1430.64990234375,181.58419799804688,1430.64990234375,494.42840576171875,1136.26318359375,494.42840576171875
064507368.png,25,0.7087251,492.6138610839844,123.93858337402344,759.4508056640625,123.93858337402344,759.4508056640625,423.9731750488281,492.6138610839844,423.9731750488281
064507368.png,29,0.5026666,494.6974792480469,124.1236801147461,757.9966430664062,124.1236801147461,757.9966430664062,424.702392578125,494.6974792480469,424.702392578125
064507368.png,28,0.4960313,494.394775390625,124.1379623413086,757.7988891601562,124.1379623413086,757.7988891601562,424.79888916015625,494.394775390625,424.79888916015625
064507368.png,24,0.22497407,1049.34130859375,0.0,1246.8472900390625,0.0,1246.8472900390625,181.9264678955078,1049.34130859375,181.9264678955078
064507368.png,27,0.112311535,1049.34130859375,0.0,1246.8472900390625,0.0,1246.8472900390625,181.9264678955078,1049.34130859375,181.9264678955078
064507368.png,7,0.10843324,494.394775390625,124.1379623413086,757.7988891601562,124.1379623413086,757.7988891601562,424.79888916015625,494.394775390625,424.79888916015625
064507368.png,26,0.107576765,1048.5301513671875,0.0,1244.939697265625,0.0,1244.939697265625,184.2810516357422,1048.5301513671875,184.2810516357422
064507368.png,22,0.078624725,1049.34130859375,0.0,1246.8472900390625,0.0,1246.8472900390625,181.9264678955078,1049.34130859375,181.9264678955078
064507368.png,2,0.065165274,1049.34130859375,0.0,1246.8472900390625,0.0,1246.8472900390625,181.9264678955078,1049.34130859375,181.9264678955078
064507368.png,19,0.058613636,1050.50830078125,0.0,1245.4248046875,0.0,1245.4248046875,182.5662384033203,1050.50830078125,182.5662384033203
064507368.png,29,0.057963144,1049.34130859375,0.0,1246.8472900390625,0.0,1246.8472900390625,181.9264678955078,1049.34130859375,181.9264678955078
065131036.png,27,0.9597365,757.8034057617188,234.67054748535156,1185.332275390625,234.67054748535156,1185.332275390625,863.0072631835938,757.8034057617188,863.0072631835938
065131036.png,21,0.8421752,786.26220703125,276.6471252441406,1174.7369384765625,276.6471252441406,1174.7369384765625,842.805908203125,786.26220703125,842.805908203125
065131036.png,29,0.6511577,1109.0242919921875,52.281715393066406,1359.757568359375,52.281715393066406,1359.757568359375,315.18359375,1109.0242919921875,315.18359375
065131036.png,26,0.53093255,774.66943359375,262.27593994140625,1161.3035888671875,262.27593994140625,1161.3035888671875,615.7864990234375,774.66943359375,615.7864990234375
065131036.png,3,0.32843196,1108.88330078125,53.61296844482422,1359.9049072265625,53.61296844482422,1359.9049072265625,315.2504577636719,1108.88330078125,315.2504577636719
065131036.png,7,0.2298492,794.3049926757812,311.09490966796875,1180.293212890625,311.09490966796875,1180.293212890625,841.1267700195312,794.3049926757812,841.1267700195312
065131036.png,3,0.10919758,780.7464599609375,266.1698913574219,1175.6251220703125,266.1698913574219,1175.6251220703125,836.3409423828125,780.7464599609375,836.3409423828125
065131036.png,17,0.09745277,779.8163452148438,273.5815124511719,1177.8753662109375,273.5815124511719,1177.8753662109375,841.6536254882812,779.8163452148438,841.6536254882812
065131036.png,33,0.090474464,1108.7930908203125,53.62424850463867,1359.7752685546875,53.62424850463867,1359.7752685546875,314.9050598144531,1108.7930908203125,314.9050598144531
065131036.png,11,0.08519902,779.8163452148438,273.5815124511719,1177.8753662109375,273.5815124511719,1177.8753662109375,841.6536254882812,779.8163452148438,841.6536254882812
065131036.png,4,0.07209884,1108.596435546875,52.23048400878906,1359.7373046875,52.23048400878906,1359.7373046875,315.21136474609375,1108.596435546875,315.21136474609375
065131036.png,32,0.06004158,776.8670654296875,259.98907470703125,1180.853759765625,259.98907470703125,1180.853759765625,832.9144287109375,776.8670654296875,832.9144287109375
065147868.png,28,0.6213398,728.076904296875,187.25726318359375,1010.689208984375,187.25726318359375,1010.689208984375,497.71197509765625,728.076904296875,497.71197509765625
065147868.png,16,0.41056514,726.958740234375,187.1002655029297,1012.4645385742188,187.1002655029297,1012.4645385742188,496.68017578125,726.958740234375,496.68017578125
065147868.png,7,0.2807993,728.7086791992188,187.62411499023438,1011.3431396484375,187.62411499023438,1011.3431396484375,497.731689453125,728.7086791992188,497.731689453125
065147868.png,25,0.19516924,728.7086791992188,187.62411499023438,1011.3431396484375,187.62411499023438,1011.3431396484375,497.731689453125,728.7086791992188,497.731689453125
065147868.png,9,0.07384846,1702.6124267578125,0.0,1920.0,0.0,1920.0,314.5880432128906,1702.6124267578125,314.5880432128906
065147868.png,20,0.063137405,728.7086791992188,187.62411499023438,1011.3431396484375,187.62411499023438,1011.3431396484375,497.731689453125,728.7086791992188,497.731689453125
065203472.png,8,0.9999974,541.2557983398438,756.8157348632812,826.8579711914062,756.8157348632812,826.8579711914062,1036.7021484375,541.2557983398438,1036.7021484375
065203472.png,17,0.9541632,706.1538696289062,194.97811889648438,1092.85205078125,194.97811889648438,1092.85205078125,634.3274536132812,706.1538696289062,634.3274536132812
065203472.png,7,0.39031228,705.4024658203125,194.2530517578125,1093.1121826171875,194.2530517578125,1093.1121826171875,633.8209228515625,705.4024658203125,633.8209228515625
065203472.png,11,0.11396931,707.257080078125,193.4957275390625,1093.828857421875,193.4957275390625,1093.828857421875,635.2857055664062,707.257080078125,635.2857055664062
065203472.png,27,0.05335336,537.9716796875,97.67572021484375,1068.135986328125,97.67572021484375,1068.135986328125,751.6638793945312,537.9716796875,751.6638793945312
065223169.png,28,0.6242372,738.8160400390625,159.1452178955078,1016.89404296875,159.1452178955078,1016.89404296875,459.8573913574219,738.8160400390625,459.8573913574219
065223169.png,7,0.26614773,737.913330078125,159.26315307617188,1015.6224365234375,159.26315307617188,1015.6224365234375,460.90338134765625,737.913330078125,460.90338134765625
065223169.png,25,0.23681575,737.4901123046875,159.9936065673828,1016.1151733398438,159.9936065673828,1016.1151733398438,459.6897277832031,737.4901123046875,459.6897277832031
065223169.png,29,0.23231977,738.8160400390625,159.1452178955078,1016.89404296875,159.1452178955078,1016.89404296875,459.8573913574219,738.8160400390625,459.8573913574219
065330905.png,33,0.99593663,793.9220581054688,481.9619445800781,1057.1505126953125,481.9619445800781,1057.1505126953125,765.3912353515625,793.9220581054688,765.3912353515625
065330905.png,27,0.25184557,34.217926025390625,220.661376953125,801.5713500976562,220.661376953125,801.5713500976562,1062.984130859375,34.217926025390625,1062.984130859375
065330905.png,24,0.053906545,34.217926025390625,220.661376953125,801.5713500976562,220.661376953125,801.5713500976562,1062.984130859375,34.217926025390625,1062.984130859375
