file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
064442001.png,32,0.739894,1140.5809326171875,179.94265747070312,1428.03369140625,179.94265747070312,1428.03369140625,495.5119323730469,1140.5809326171875,495.5119323730469
064442001.png,7,0.53970194,1140.13818359375,180.3819122314453,1427.702392578125,180.3819122314453,1427.702392578125,495.1758117675781,1140.13818359375,495.1758117675781
064442001.png,13,0.29593357,1140.5809326171875,179.94265747070312,1428.03369140625,179.94265747070312,1428.03369140625,495.5119323730469,1140.5809326171875,495.5119323730469
064507368.png,16,0.9790171,496.0285949707031,125.80870819091797,753.3519897460938,125.80870819091797,753.3519897460938,420.29583740234375,496.0285949707031,420.29583740234375
064507368.png,25,0.8919559,497.1357421875,125.86956024169922,754.4408569335938,125.86956024169922,754.4408569335938,420.1993713378906,497.1357421875,420.1993713378906
064507368.png,5,0.32916406,1054.275146484375,0.0,1243.727294921875,0.0,1243.727294921875,191.5830535888672,1054.275146484375,191.5830535888672
064507368.png,13,0.10830393,497.53240966796875,125.68745422363281,755.091064453125,125.68745422363281,755.091064453125,420.2508544921875,497.53240966796875,420.2508544921875
065131036.png,3,0.6940258,1108.016357421875,57.592506408691406,1355.4476318359375,57.592506408691406,1355.4476318359375,313.842041015625,1108.016357421875,313.842041015625
065131036.png,29,0.67535454,1108.602294921875,57.509071350097656,1355.5623779296875,57.509071350097656,1355.5623779296875,313.6212463378906,1108.602294921875,313.6212463378906
065131036.png,27,0.5190599,788.0475463867188,384.8965148925781,1167.2236328125,384.8965148925781,1167.2236328125,847.2628173828125,788.0475463867188,847.2628173828125
065131036.png,13,0.32570618,1108.90283203125,56.84837341308594,1360.3525390625,56.84837341308594,1360.3525390625,311.7796936035156,1108.90283203125,311.7796936035156
065131036.png,21,0.32551637,752.7369995117188,263.70928955078125,1170.6383056640625,263.70928955078125,1170.6383056640625,847.6304321289062,752.7369995117188,847.6304321289062
065131036.png,12,0.29523325,1108.90283203125,56.84837341308594,1360.3525390625,56.84837341308594,1360.3525390625,311.7796936035156,1108.90283203125,311.7796936035156
065131036.png,2,0.25075552,1108.8116455078125,57.333984375,1355.5159912109375,57.333984375,1355.5159912109375,313.0008850097656,1108.8116455078125,313.0008850097656
065147868.png,16,0.99986005,728.884521484375,187.0808868408203,1008.3150024414062,187.0808868408203,1008.3150024414062,492.572509765625,728.884521484375,492.572509765625
065147868.png,13,0.09968781,728.3027954101562,187.11341857910156,1008.0371704101562,187.11341857910156,1008.0371704101562,492.9322509765625,728.3027954101562,492.9322509765625
065203472.png,8,0.9999999,542.2554931640625,763.6079711914062,824.5989990234375,763.6079711914062,824.5989990234375,1042.230712890625,542.2554931640625,1042.230712890625
065203472.png,21,0.95799714,708.939208984375,206.0393524169922,1067.8526611328125,206.0393524169922,1067.8526611328125,636.4136352539062,708.939208984375,636.4136352539062
065203472.png,5,0.7679399,691.4138793945312,190.01931762695312,1084.52783203125,190.01931762695312,1084.52783203125,643.4927978515625,691.4138793945312,643.4927978515625
065223169.png,16,0.99967384,740.602783203125,159.2163543701172,1014.6765747070312,159.2163543701172,1014.6765747070312,456.8607482910156,740.602783203125,456.8607482910156
