file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
064442001.png,16,0.9945057,1136.8946533203125,182.28256225585938,1431.24169921875,182.28256225585938,1431.24169921875,495.617431640625,1136.8946533203125,495.617431640625
064442001.png,23,0.22381367,1136.4066162109375,181.290771484375,1430.8619384765625,181.290771484375,1430.8619384765625,495.0710144042969,1136.4066162109375,495.0710144042969
064442001.png,21,0.14976238,1137.1436767578125,181.36094665527344,1431.377685546875,181.36094665527344,1431.377685546875,495.8934631347656,1137.1436767578125,495.8934631347656
064442001.png,25,0.09923868,1137.1436767578125,181.36094665527344,1431.377685546875,181.36094665527344,1431.377685546875,495.8934631347656,1137.1436767578125,495.8934631347656
064442001.png,22,0.063051395,1137.49951171875,181.62808227539062,1431.526611328125,181.62808227539062,1431.526611328125,495.2904052734375,1137.49951171875,495.2904052734375
064507368.png,20,0.7498305,492.5431823730469,126.69075775146484,761.6253051757812,126.69075775146484,761.6253051757812,418.47772216796875,492.5431823730469,418.47772216796875
064507368.png,22,0.64596134,492.5431823730469,126.69075775146484,761.6253051757812,126.69075775146484,761.6253051757812,418.47772216796875,492.5431823730469,418.47772216796875
064507368.png,16,0.08861535,493.98370361328125,125.37162780761719,762.0470581054688,125.37162780761719,762.0470581054688,417.36663818359375,493.98370361328125,417.36663818359375
064507368.png,28,0.0784961,492.3067626953125,126.14351654052734,761.8762817382812,126.14351654052734,761.8762817382812,418.0701599121094,492.3067626953125,418.0701599121094
064507368.png,25,0.06646861,492.51336669921875,125.47291564941406,761.9685668945312,125.47291564941406,761.9685668945312,417.5159912109375,492.51336669921875,417.5159912109375
064507368.png,19,0.065906376,492.1880187988281,125.86627197265625,761.869384765625,125.86627197265625,761.869384765625,417.72601318359375,492.1880187988281,417.72601318359375
064507368.png,21,0.06366007,492.51336669921875,125.47291564941406,761.9685668945312,125.47291564941406,761.9685668945312,417.5159912109375,492.51336669921875,417.5159912109375
064507368.png,18,0.06207599,493.98370361328125,125.37162780761719,762.0470581054688,125.37162780761719,762.0470581054688,417.36663818359375,493.98370361328125,417.36663818359375
064507368.png,23,0.052300867,492.5431823730469,126.69075775146484,761.6253051757812,126.69075775146484,761.6253051757812,418.47772216796875,492.5431823730469,418.47772216796875
065131036.png,27,0.99984,769.066162109375,257.57659912109375,1170.609375,257.57659912109375,1170.609375,865.911376953125,769.066162109375,865.911376953125
065131036.png,3,0.9539897,1108.51025390625,55.805946350097656,1358.3814697265625,55.805946350097656,1358.3814697265625,313.56756591796875,1108.51025390625,313.56756591796875
065131036.png,8,0.07705914,770.5936889648438,255.359375,1174.9156494140625,255.359375,1174.9156494140625,875.9945678710938,770.5936889648438,875.9945678710938
065131036.png,29,0.063109785,1108.252197265625,57.16695785522461,1359.31201171875,57.16695785522461,1359.31201171875,314.26812744140625,1108.252197265625,314.26812744140625
