file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
064442001.png,16,0.9627643,1140.1300048828125,181.06553649902344,1429.5804443359375,181.06553649902344,1429.5804443359375,495.9809265136719,1140.1300048828125,495.9809265136719
064442001.png,29,0.5111869,1139.9197998046875,180.19781494140625,1430.453857421875,180.19781494140625,1430.453857421875,496.38226318359375,1139.9197998046875,496.38226318359375
064442001.png,32,0.37277725,1140.130615234375,179.8975830078125,1431.3035888671875,179.8975830078125,1431.3035888671875,497.3229675292969,1140.130615234375,497.3229675292969
064442001.png,25,0.17302889,1140.0877685546875,180.2639923095703,1430.4197998046875,180.2639923095703,1430.4197998046875,496.8074951171875,1140.0877685546875,496.8074951171875
064507368.png,29,0.9597718,494.0318908691406,124.51078033447266,758.0408935546875,124.51078033447266,758.0408935546875,419.0309753417969,494.0318908691406,419.0309753417969
064507368.png,22,0.52317166,493.2142028808594,123.64306640625,757.4962768554688,123.64306640625,757.4962768554688,419.03070068359375,493.2142028808594,419.03070068359375
064507368.png,16,0.3206974,495.05938720703125,124.5726318359375,757.6129760742188,124.5726318359375,757.6129760742188,419.5495300292969,495.05938720703125,419.5495300292969
064507368.png,6,0.20710383,493.2142028808594,123.64306640625,757.4962768554688,123.64306640625,757.4962768554688,419.03070068359375,493.2142028808594,419.03070068359375
064507368.png,22,0.19824407,1052.4725341796875,0.4650512635707855,1245.8162841796875,0.4650512635707855,1245.8162841796875,196.2286834716797,1052.4725341796875,196.2286834716797
064507368.png,23,0.100697815,493.2142028808594,123.64306640625,757.4962768554688,123.64306640625,757.4962768554688,419.03070068359375,493.2142028808594,419.03070068359375
064507368.png,8,0.08854648,494.54205322265625,123.75352478027344,758.8390502929688,123.75352478027344,758.8390502929688,418.3514709472656,494.54205322265625,418.3514709472656
064507368.png,25,0.08776015,495.05938720703125,124.5726318359375,757.6129760742188,124.5726318359375,757.6129760742188,419.5495300292969,495.05938720703125,419.5495300292969
064507368.png,6,0.083095014,1053.304931640625,2.8714277744293213,1247.60693359375,2.8714277744293213,1247.60693359375,201.07781982421875,1053.304931640625,201.07781982421875
064507368.png,29,0.056856215,1057.2222900390625,0.7893985509872437,1244.5816650390625,0.7893985509872437,1244.5816650390625,197.15187072753906,1057.2222900390625,197.15187072753906
064507368.png,20,0.055551164,494.4765625,124.16999816894531,758.5320434570312,124.16999816894531,758.5320434570312,418.3757019042969,494.4765625,418.3757019042969
065131036.png,27,0.85603833,764.890869140625,253.4147491455078,1170.597900390625,253.4147491455078,1170.597900390625,845.888427734375,764.890869140625,845.888427734375
065131036.png,32,0.8129215,1110.246337890625,54.9407844543457,1358.591064453125,54.9407844543457,1358.591064453125,319.1318664550781,1110.246337890625,319.1318664550781
065131036.png,3,0.6708333,1109.907470703125,55.483802795410156,1359.2430419921875,55.483802795410156,1359.2430419921875,319.33270263671875,1109.907470703125,319.33270263671875
065131036.png,29,0.58206725,1109.907470703125,55.483802795410156,1359.2430419921875,55.483802795410156,1359.2430419921875,319.33270263671875,1109.907470703125,319.33270263671875
065131036.png,24,0.5363183,769.5786743164062,254.04515075683594,1174.40283203125,254.04515075683594,1174.40283203125,842.3560791015625,769.5786743164062,842.3560791015625
065131036.png,8,0.23298,766.4469604492188,257.3191833496094,1173.805908203125,257.3191833496094,1173.805908203125,846.3790283203125,766.4469604492188,846.3790283203125
065131036.png,2,0.17857864,1110.2479248046875,54.66326904296875,1358.9364013671875,54.66326904296875,1358.9364013671875,318.50250244140625,1110.2479248046875,318.50250244140625
065131036.png,4,0.16559559,1109.907470703125,55.483802795410156,1359.2430419921875,55.483802795410156,1359.2430419921875,319.33270263671875,1109.907470703125,319.33270263671875
065131036.png,6,0.13290256,761.9092407226562,261.2533874511719,1175.06103515625,261.2533874511719,1175.06103515625,846.8043212890625,761.9092407226562,846.8043212890625
065131036.png,4,0.13262445,764.2994384765625,260.1197814941406,1172.10693359375,260.1197814941406,1172.10693359375,850.4555053710938,764.2994384765625,850.4555053710938
065131036.png,7,0.10193317,1110.246337890625,54.9407844543457,1358.591064453125,54.9407844543457,1358.591064453125,319.1318664550781,1110.246337890625,319.1318664550781
065131036.png,6,0.09365863,1109.907470703125,55.483802795410156,1359.2430419921875,55.483802795410156,1359.2430419921875,319.33270263671875,1109.907470703125,319.33270263671875
065131036.png,8,0.06929468,1110.246337890625,54.9407844543457,1358.591064453125,54.9407844543457,1358.591064453125,319.1318664550781,1110.246337890625,319.1318664550781
065131036.png,25,0.05701406,1109.907470703125,55.483802795410156,1359.2430419921875,55.483802795410156,1359.2430419921875,319.33270263671875,1109.907470703125,319.33270263671875
065131036.png,17,0.05120398,1110.0821533203125,55.677467346191406,1358.6181640625,55.677467346191406,1358.6181640625,320.0390625,1110.0821533203125,320.0390625
065147868.png,29,0.98840034,728.799560546875,187.1471710205078,1010.4041137695312,187.1471710205078,1010.4041137695312,497.7808532714844,728.799560546875,497.7808532714844
065147868.png,25,0.5596701,729.2595825195312,188.34329223632812,1009.8346557617188,188.34329223632812,1009.8346557617188,496.2083740234375,729.2595825195312,496.2083740234375
065147868.png,32,0.36196294,729.451416015625,186.94813537597656,1010.6389770507812,186.94813537597656,1010.6389770507812,497.35296630859375,729.451416015625,497.35296630859375
065147868.png,16,0.3437146,729.2595825195312,188.34329223632812,1009.8346557617188,188.34329223632812,1009.8346557617188,496.2083740234375,729.2595825195312,496.2083740234375
065203472.png,8,0.99888414,540.4912109375,760.8334350585938,828.367919921875,760.8334350585938,828.367919921875,1045.190673828125,540.4912109375,1045.190673828125
065203472.png,8,0.9900109,683.3399658203125,199.4418182373047,1075.9063720703125,199.4418182373047,1075.9063720703125,641.5443725585938,683.3399658203125,641.5443725585938
065203472.png,6,0.22506975,683.7412109375,198.88894653320312,1074.29931640625,198.88894653320312,1074.29931640625,639.0549926757812,683.7412109375,639.0549926757812
065203472.png,27,0.07771884,723.4146118164062,261.6191711425781,1075.53564453125,261.6191711425781,1075.53564453125,645.9981079101562,723.4146118164062,645.9981079101562
065203472.png,7,0.07387501,537.322509765625,755.680419921875,819.5447998046875,755.680419921875,819.5447998046875,1057.8115234375,537.322509765625,1057.8115234375
065223169.png,32,0.9026125,738.2850341796875,159.018798828125,1017.4758911132812,159.018798828125,1017.4758911132812,456.8681335449219,738.2850341796875,456.8681335449219
065223169.png,29,0.89260036,738.4776611328125,158.90211486816406,1017.69140625,158.90211486816406,1017.69140625,456.70556640625,738.4776611328125,456.70556640625
065223169.png,16,0.157789,738.9051513671875,158.89146423339844,1017.2113037109375,158.89146423339844,1017.2113037109375,456.7179260253906,738.9051513671875,456.7179260253906
065223169.png,25,0.12614055,738.9051513671875,158.89146423339844,1017.2113037109375,158.89146423339844,1017.2113037109375,456.7179260253906,738.9051513671875,456.7179260253906
065223169.png,8,0.124095656,738.8761596679688,158.9276123046875,1017.8585815429688,158.9276123046875,1017.8585815429688,456.55078125,738.8761596679688,456.55078125
065223169.png,6,0.06975591,738.039794921875,159.65953063964844,1016.4888305664062,159.65953063964844,1016.4888305664062,457.032958984375,738.039794921875,457.032958984375
065330905.png,32,0.9414303,791.6708984375,483.0730895996094,1060.9873046875,483.0730895996094,1060.9873046875,770.2974243164062,791.6708984375,770.2974243164062
065330905.png,8,0.7844887,791.5863647460938,482.4542541503906,1061.0396728515625,482.4542541503906,1061.0396728515625,770.044921875,791.5863647460938,770.044921875
