2023-10-19 07:17:01,153 | train | INFO | Set Logger /home/kwy00/ysy/results/train/20231019_071701
2023-10-19 07:17:01,188 | train | INFO | Load data, train:5481 val:1000
2023-10-19 07:17:01,188 | train | INFO | Initiated early stopper, mode: min, best score: inf, patience: 10
2023-10-19 07:17:01,740 | train | INFO | --Train 0/60
2023-10-19 07:17:09,508 | train | INFO | batch: 0/343 loss: 1.8067752122879028
2023-10-19 07:20:51,185 | train | INFO | batch: 100/343 loss: 0.13384771347045898
2023-10-19 07:24:27,178 | train | INFO | batch: 200/343 loss: 0.027281135320663452
2023-10-19 07:28:01,655 | train | INFO | batch: 300/343 loss: 0.02881528250873089
2023-10-19 07:29:34,561 | train | INFO | --Val 0/60
2023-10-19 07:29:36,260 | train | INFO | batch: 0/63 loss: 0.032378122210502625
2023-10-19 07:31:23,138 | train | INFO | Write row 0
2023-10-19 07:31:23,575 | train | INFO | --Train 1/60
2023-10-19 07:31:25,478 | train | INFO | batch: 0/343 loss: 0.023565087467432022
2023-10-19 07:34:58,640 | train | INFO | batch: 100/343 loss: 0.018816296011209488
2023-10-19 07:38:31,576 | train | INFO | batch: 200/343 loss: 0.018691902980208397
2023-10-19 07:42:04,030 | train | INFO | batch: 300/343 loss: 0.017087653279304504
2023-10-19 07:43:32,783 | train | INFO | --Val 1/60
2023-10-19 07:43:34,494 | train | INFO | batch: 0/63 loss: 0.018020648509263992
2023-10-19 07:45:18,816 | train | INFO | Write row 1
2023-10-19 07:45:19,313 | train | INFO | --Train 2/60
2023-10-19 07:45:21,066 | train | INFO | batch: 0/343 loss: 0.017943641170859337
2023-10-19 07:48:53,271 | train | INFO | batch: 100/343 loss: 0.017239069566130638
2023-10-19 07:52:25,400 | train | INFO | batch: 200/343 loss: 0.02421480044722557
2023-10-19 07:55:58,414 | train | INFO | batch: 300/343 loss: 0.01502570603042841
2023-10-19 07:57:27,143 | train | INFO | --Val 2/60
2023-10-19 07:57:28,859 | train | INFO | batch: 0/63 loss: 0.01610194891691208
2023-10-19 07:59:13,385 | train | INFO | Write row 2
2023-10-19 07:59:13,882 | train | INFO | --Train 3/60
2023-10-19 07:59:15,638 | train | INFO | batch: 0/343 loss: 0.014346441254019737
2023-10-19 08:02:48,248 | train | INFO | batch: 100/343 loss: 0.016114316880702972
2023-10-19 08:06:20,893 | train | INFO | batch: 200/343 loss: 0.013845173642039299
2023-10-19 08:09:53,099 | train | INFO | batch: 300/343 loss: 0.013325253501534462
2023-10-19 08:11:21,494 | train | INFO | --Val 3/60
2023-10-19 08:11:23,195 | train | INFO | batch: 0/63 loss: 0.013745969161391258
2023-10-19 08:13:07,148 | train | INFO | Write row 3
2023-10-19 08:13:07,646 | train | INFO | --Train 4/60
2023-10-19 08:13:09,398 | train | INFO | batch: 0/343 loss: 0.013418707996606827
2023-10-19 08:16:40,960 | train | INFO | batch: 100/343 loss: 0.012359664775431156
2023-10-19 08:20:12,342 | train | INFO | batch: 200/343 loss: 0.01182942371815443
2023-10-19 08:23:43,588 | train | INFO | batch: 300/343 loss: 0.013592666015028954
2023-10-19 08:25:11,857 | train | INFO | --Val 4/60
2023-10-19 08:25:13,546 | train | INFO | batch: 0/63 loss: 0.05859740078449249
2023-10-19 08:26:57,729 | train | INFO | Write row 4
2023-10-19 08:26:58,238 | train | INFO | --Train 5/60
2023-10-19 08:26:59,983 | train | INFO | batch: 0/343 loss: 0.014284257777035236
2023-10-19 08:30:31,249 | train | INFO | batch: 100/343 loss: 0.011001392267644405
2023-10-19 08:34:02,512 | train | INFO | batch: 200/343 loss: 0.010001888498663902
2023-10-19 08:37:34,019 | train | INFO | batch: 300/343 loss: 0.010847107507288456
2023-10-19 08:39:02,212 | train | INFO | --Val 5/60
2023-10-19 08:39:03,925 | train | INFO | batch: 0/63 loss: 0.01424292754381895
2023-10-19 08:40:47,973 | train | INFO | Write row 5
2023-10-19 08:40:48,486 | train | INFO | --Train 6/60
2023-10-19 08:40:50,225 | train | INFO | batch: 0/343 loss: 0.010029444471001625
2023-10-19 08:44:21,324 | train | INFO | batch: 100/343 loss: 0.009173532947897911
2023-10-19 08:47:52,265 | train | INFO | batch: 200/343 loss: 0.009846016764640808
2023-10-19 08:51:23,726 | train | INFO | batch: 300/343 loss: 0.011172073893249035
2023-10-19 08:52:52,107 | train | INFO | --Val 6/60
2023-10-19 08:52:53,826 | train | INFO | batch: 0/63 loss: 0.012090029194951057
2023-10-19 08:54:37,899 | train | INFO | Write row 6
2023-10-19 08:54:38,420 | train | INFO | --Train 7/60
2023-10-19 08:54:40,158 | train | INFO | batch: 0/343 loss: 0.008439320139586926
2023-10-19 08:58:12,045 | train | INFO | batch: 100/343 loss: 0.010240565985441208
2023-10-19 09:01:43,621 | train | INFO | batch: 200/343 loss: 0.00843125395476818
2023-10-19 09:05:15,568 | train | INFO | batch: 300/343 loss: 0.008808990940451622
2023-10-19 09:06:44,146 | train | INFO | --Val 7/60
2023-10-19 09:06:45,893 | train | INFO | batch: 0/63 loss: 0.012730018235743046
2023-10-19 09:08:30,822 | train | INFO | Write row 7
2023-10-19 09:08:31,352 | train | INFO | --Train 8/60
2023-10-19 09:08:33,107 | train | INFO | batch: 0/343 loss: 0.010766425170004368
2023-10-19 09:12:05,058 | train | INFO | batch: 100/343 loss: 0.009367766790091991
2023-10-19 09:15:36,941 | train | INFO | batch: 200/343 loss: 0.00912421103566885
2023-10-19 09:19:09,220 | train | INFO | batch: 300/343 loss: 0.008653221651911736
2023-10-19 09:20:37,454 | train | INFO | --Val 8/60
2023-10-19 09:20:39,169 | train | INFO | batch: 0/63 loss: 0.012567665427923203
2023-10-19 09:22:23,574 | train | INFO | Write row 8
2023-10-19 09:22:24,113 | train | INFO | --Train 9/60
2023-10-19 09:22:25,865 | train | INFO | batch: 0/343 loss: 0.008387324400246143
2023-10-19 09:25:58,329 | train | INFO | batch: 100/343 loss: 0.008560563437640667
2023-10-19 09:29:30,235 | train | INFO | batch: 200/343 loss: 0.007628181017935276
2023-10-19 09:33:02,348 | train | INFO | batch: 300/343 loss: 0.008713995106518269
2023-10-19 09:34:30,947 | train | INFO | --Val 9/60
2023-10-19 09:34:32,652 | train | INFO | batch: 0/63 loss: 0.012104923836886883
2023-10-19 09:36:16,944 | train | INFO | Write row 9
2023-10-19 09:36:17,489 | train | INFO | --Train 10/60
2023-10-19 09:36:19,244 | train | INFO | batch: 0/343 loss: 0.007957899942994118
2023-10-19 09:39:51,558 | train | INFO | batch: 100/343 loss: 0.007556241471320391
2023-10-19 09:43:23,773 | train | INFO | batch: 200/343 loss: 0.008063494227826595
2023-10-19 09:46:55,402 | train | INFO | batch: 300/343 loss: 0.0070014758966863155
2023-10-19 09:48:23,629 | train | INFO | --Val 10/60
2023-10-19 09:48:25,345 | train | INFO | batch: 0/63 loss: 0.011642255820333958
2023-10-19 09:50:09,851 | train | INFO | Write row 10
2023-10-19 09:50:10,401 | train | INFO | --Train 11/60
2023-10-19 09:50:12,139 | train | INFO | batch: 0/343 loss: 0.006476039532572031
2023-10-19 09:53:43,567 | train | INFO | batch: 100/343 loss: 0.00704695750027895
2023-10-19 09:57:15,105 | train | INFO | batch: 200/343 loss: 0.0065089259296655655
2023-10-19 10:00:46,894 | train | INFO | batch: 300/343 loss: 0.005927552469074726
2023-10-19 10:02:15,306 | train | INFO | --Val 11/60
2023-10-19 10:02:16,980 | train | INFO | batch: 0/63 loss: 0.011551963165402412
2023-10-19 10:04:01,673 | train | INFO | Write row 11
2023-10-19 10:04:02,231 | train | INFO | --Train 12/60
2023-10-19 10:04:03,984 | train | INFO | batch: 0/343 loss: 0.007141286972910166
2023-10-19 10:07:35,883 | train | INFO | batch: 100/343 loss: 0.006787025835365057
2023-10-19 10:11:07,157 | train | INFO | batch: 200/343 loss: 0.007354388013482094
2023-10-19 10:14:38,410 | train | INFO | batch: 300/343 loss: 0.0060839042998850346
2023-10-19 10:16:06,900 | train | INFO | --Val 12/60
2023-10-19 10:16:08,605 | train | INFO | batch: 0/63 loss: 0.010353172197937965
2023-10-19 10:17:52,981 | train | INFO | Write row 12
2023-10-19 10:17:53,548 | train | INFO | --Train 13/60
2023-10-19 10:17:55,296 | train | INFO | batch: 0/343 loss: 0.006585198454558849
2023-10-19 10:21:26,833 | train | INFO | batch: 100/343 loss: 0.0063843633979558945
2023-10-19 10:24:58,631 | train | INFO | batch: 200/343 loss: 0.006014631595462561
2023-10-19 10:28:29,783 | train | INFO | batch: 300/343 loss: 0.006822853349149227
2023-10-19 10:29:57,853 | train | INFO | --Val 13/60
2023-10-19 10:29:59,585 | train | INFO | batch: 0/63 loss: 0.012234347872436047
2023-10-19 10:31:43,737 | train | INFO | Write row 13
2023-10-19 10:31:44,314 | train | INFO | --Train 14/60
2023-10-19 10:31:46,067 | train | INFO | batch: 0/343 loss: 0.007862438447773457
2023-10-19 10:35:18,260 | train | INFO | batch: 100/343 loss: 0.014059658162295818
2023-10-19 10:38:51,907 | train | INFO | batch: 200/343 loss: 0.016249392181634903
2023-10-19 10:42:25,048 | train | INFO | batch: 300/343 loss: 0.02278324030339718
2023-10-19 10:43:54,081 | train | INFO | --Val 14/60
2023-10-19 10:43:55,781 | train | INFO | batch: 0/63 loss: 0.015211624093353748
2023-10-19 10:45:40,627 | train | INFO | Write row 14
2023-10-19 10:45:41,478 | train | INFO | --Train 15/60
2023-10-19 10:45:43,240 | train | INFO | batch: 0/343 loss: 0.012142625637352467
2023-10-19 10:49:15,829 | train | INFO | batch: 100/343 loss: 0.009109288454055786
2023-10-19 10:52:47,495 | train | INFO | batch: 200/343 loss: 0.00885388907045126
2023-10-19 10:56:19,618 | train | INFO | batch: 300/343 loss: 0.010114149190485477
2023-10-19 10:57:48,091 | train | INFO | --Val 15/60
2023-10-19 10:57:49,801 | train | INFO | batch: 0/63 loss: 0.012036052532494068
2023-10-19 10:59:33,982 | train | INFO | Write row 15
2023-10-19 10:59:34,567 | train | INFO | --Train 16/60
2023-10-19 10:59:36,318 | train | INFO | batch: 0/343 loss: 0.008869915269315243
2023-10-19 11:03:07,880 | train | INFO | batch: 100/343 loss: 0.009370283223688602
2023-10-19 11:06:39,093 | train | INFO | batch: 200/343 loss: 0.008428526110947132
2023-10-19 11:10:10,356 | train | INFO | batch: 300/343 loss: 0.008376146666705608
2023-10-19 11:11:38,857 | train | INFO | --Val 16/60
2023-10-19 11:11:40,592 | train | INFO | batch: 0/63 loss: 0.012786698527634144
2023-10-19 11:13:24,933 | train | INFO | Write row 16
2023-10-19 11:13:25,531 | train | INFO | --Train 17/60
2023-10-19 11:13:27,287 | train | INFO | batch: 0/343 loss: 0.008878394030034542
2023-10-19 11:16:58,597 | train | INFO | batch: 100/343 loss: 0.006705298088490963
2023-10-19 11:20:29,851 | train | INFO | batch: 200/343 loss: 0.008352278731763363
2023-10-19 11:24:01,027 | train | INFO | batch: 300/343 loss: 0.007884396240115166
2023-10-19 11:25:29,213 | train | INFO | --Val 17/60
2023-10-19 11:25:30,903 | train | INFO | batch: 0/63 loss: 0.01091065164655447
2023-10-19 11:27:14,712 | train | INFO | Write row 17
2023-10-19 11:27:15,316 | train | INFO | --Train 18/60
2023-10-19 11:27:17,054 | train | INFO | batch: 0/343 loss: 0.006994276773184538
2023-10-19 11:30:48,228 | train | INFO | batch: 100/343 loss: 0.006414191331714392
2023-10-19 11:34:19,417 | train | INFO | batch: 200/343 loss: 0.007080875337123871
2023-10-19 11:37:50,410 | train | INFO | batch: 300/343 loss: 0.006562290713191032
2023-10-19 11:39:18,462 | train | INFO | --Val 18/60
2023-10-19 11:39:20,152 | train | INFO | batch: 0/63 loss: 0.011978665366768837
2023-10-19 11:41:04,029 | train | INFO | Write row 18
2023-10-19 11:41:04,642 | train | INFO | --Train 19/60
2023-10-19 11:41:06,368 | train | INFO | batch: 0/343 loss: 0.00768866203725338
2023-10-19 11:44:37,768 | train | INFO | batch: 100/343 loss: 0.006477794144302607
2023-10-19 11:48:08,914 | train | INFO | batch: 200/343 loss: 0.007091793697327375
2023-10-19 11:51:40,052 | train | INFO | batch: 300/343 loss: 0.006289707031100988
2023-10-19 11:53:08,223 | train | INFO | --Val 19/60
2023-10-19 11:53:09,930 | train | INFO | batch: 0/63 loss: 0.010648163966834545
2023-10-19 11:54:53,460 | train | INFO | Write row 19
2023-10-19 11:54:54,410 | train | INFO | --Train 20/60
2023-10-19 11:54:56,142 | train | INFO | batch: 0/343 loss: 0.006248616613447666
2023-10-19 11:58:27,087 | train | INFO | batch: 100/343 loss: 0.005790616851300001
2023-10-19 12:01:58,104 | train | INFO | batch: 200/343 loss: 0.005381064023822546
2023-10-19 12:05:29,079 | train | INFO | batch: 300/343 loss: 0.006567221134901047
2023-10-19 12:06:57,336 | train | INFO | --Val 20/60
2023-10-19 12:06:59,053 | train | INFO | batch: 0/63 loss: 0.010716240853071213
2023-10-19 12:08:43,566 | train | INFO | Write row 20
2023-10-19 12:08:44,193 | train | INFO | --Train 21/60
2023-10-19 12:08:45,941 | train | INFO | batch: 0/343 loss: 0.0053812069818377495
2023-10-19 12:12:17,112 | train | INFO | batch: 100/343 loss: 0.0050378357991576195
2023-10-19 12:15:48,109 | train | INFO | batch: 200/343 loss: 0.007007233798503876
2023-10-19 12:19:19,406 | train | INFO | batch: 300/343 loss: 0.00582261523231864
2023-10-19 12:20:48,110 | train | INFO | --Val 21/60
2023-10-19 12:20:49,825 | train | INFO | batch: 0/63 loss: 0.011853164993226528
2023-10-19 12:22:33,889 | train | INFO | Write row 21
2023-10-19 12:22:34,526 | train | INFO | --Train 22/60
2023-10-19 12:22:36,264 | train | INFO | batch: 0/343 loss: 0.005225189961493015
2023-10-19 12:26:07,183 | train | INFO | batch: 100/343 loss: 0.005732386372983456
2023-10-19 12:29:37,838 | train | INFO | batch: 200/343 loss: 0.005038225557655096
2023-10-19 12:33:09,300 | train | INFO | batch: 300/343 loss: 0.005312502384185791
2023-10-19 12:34:37,387 | train | INFO | --Val 22/60
2023-10-19 12:34:39,098 | train | INFO | batch: 0/63 loss: 0.009922285564243793
2023-10-19 12:36:22,946 | train | INFO | Write row 22
2023-10-19 12:36:23,587 | train | INFO | --Train 23/60
2023-10-19 12:36:25,335 | train | INFO | batch: 0/343 loss: 0.0058413660153746605
2023-10-19 12:39:56,055 | train | INFO | batch: 100/343 loss: 0.006214344408363104
2023-10-19 12:43:27,023 | train | INFO | batch: 200/343 loss: 0.0045412806794047356
2023-10-19 12:46:58,353 | train | INFO | batch: 300/343 loss: 0.005118681583553553
2023-10-19 12:48:26,425 | train | INFO | --Val 23/60
2023-10-19 12:48:28,125 | train | INFO | batch: 0/63 loss: 0.009676366113126278
2023-10-19 12:50:11,693 | train | INFO | Write row 23
2023-10-19 12:50:12,344 | train | INFO | --Train 24/60
2023-10-19 12:50:14,107 | train | INFO | batch: 0/343 loss: 0.004367200192064047
2023-10-19 12:53:45,020 | train | INFO | batch: 100/343 loss: 0.0046700541861355305
2023-10-19 12:57:15,859 | train | INFO | batch: 200/343 loss: 0.00443113362416625
2023-10-19 13:00:47,492 | train | INFO | batch: 300/343 loss: 0.0045732660219073296
2023-10-19 13:02:15,737 | train | INFO | --Val 24/60
2023-10-19 13:02:17,439 | train | INFO | batch: 0/63 loss: 0.010181945748627186
2023-10-19 13:04:01,415 | train | INFO | Write row 24
2023-10-19 13:04:02,075 | train | INFO | --Train 25/60
2023-10-19 13:04:03,819 | train | INFO | batch: 0/343 loss: 0.0052713556215167046
2023-10-19 13:07:34,853 | train | INFO | batch: 100/343 loss: 0.004270389210432768
2023-10-19 13:11:05,850 | train | INFO | batch: 200/343 loss: 0.003930735867470503
